id,idea_id,cost_reduction_idea,reason,mgi_gross_saving,estimated_cost_savings,saving_value_inr,weight_saving,group_id,status,way_forward,dept,target_date,kd_lc,wtd_avg,est_impl_date,investment_cr,mgi_carline,benchmarking_carline,mg_product_scenario,competitor_product_scenario,purpose_mg_product,purpose_competitor_product,impact_other_systems,client_statement,cae_required,homologation_required,styling_change,part_level_testing,assembly_trials,cad_drawing_update,ecn_required,part_production_trials,vehicle_level_testing,idea_generated_by,new_tool_required,new_tool_cost,tool_modification_required,tool_modification_cost,variants,current_status,resp,mix,volume,purchase_proposal,interest,payback_months,mgi_pe_feasibility,homeroom_approval,pp_approval,supplier_feasibility,financial_feasibility,proposal_image_filename,mg_vehicle_image,competitor_vehicle_image,user_input,response_text,image_path,proposal_image_data,proposal_image_mimetype,mg_vehicle_data,mg_vehicle_mimetype,competitor_vehicle_data,competitor_vehicle_mimetype,created_at
44,2311-DA-ID-06,Replace the plastic trim used on the Hood Prop Rod in MGI with a foam cover trim as in KIA,"1. The trim present on the hood prop rod in MGI is made of plastic while a foam cover trim is glued onto the hood prop rod found in KIA
2. The plastic trim can be replaced with foam as some types of foam like Neoprene and PU are often used in applications where insulation against temperature changes or protection against heat transfer is required
3. The likelihood of negative impacts is low, given that KIA already employs foam on the hood prop rod",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of ABS - INR 300 (assumption)
2. Per Kg rate of Neoprene (assumption) - INR 400 (assumption)
3. The current weight of the trim = 6g (assumption)
4. The estimated weight of the foam trim of the same dimensions = 1.09g (assumed using Mass Volume, and Density relations)
5. The current cost of the trim = INR 1.8
6. The estimated cost of the proposed foam trim = INR 0.43

7. The estimated weight saved = 6 -1.09 = 4.91g
8. The estimated cost saved = 1.8 - 0.43 = INR 1.37",148.0,0.00491,2,NG,Check supplier feasibility,Purchase,2024-02-16 00:00:00,LC,1.37,2024-07-01 00:00:00,0.0,nan,nan,"MGI,
1. The hood prop rod present in the engine bay of the vehicle has a plastic trim mounted onto it
2. Its purpose is to ensure that even if the rod beneath the trim becomes hot due to engine operation, the plastic trim remains at a temperature that is comfortable to touch

Dimensions & Weight,
Length - 80mm
Width - 12.9mm","KIA,
1. The hood prop rod present in the engine bay of the vehicle has a foam trim cover glued onto it
2. Its purpose is to ensure that even if the rod beneath the trim becomes hot due to engine operation, the foam trim cover remains at a temperature that is comfortable to touch

Dimensions & Weight,
Length - 58.2mm
Width - 13.6mm","Functionality,
The plastic trim covering the hood prop rod is unlikely to become as hot as the metal rod itself. Plastic generally has a lower thermal conductivity compared to metal, which means it doesn't conduct heat as readily",N/A,No impact on other systems,nan,No,No,No,Yes,Yes,Yes,Yes,No,No,ASI,No,0.0,No,0.0,nan,Supplier feasibility in progress,Chirag,1.0,nan,nan,nan,nan,nan,nan,nan,WIP,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
45,2311-DA-ID-07,Replace PA6-GF30 with PA6-GF20 in the manufacture of the Tailgate Release/Handle Trim,"1. The Tailgate Release/Handle Trim in MGI is made of PA6-GF30 while in KIA the setup is integrated into the number plate light housing trim (a separate trim is absent)
2. PA6-GF20 is utilized in the manufacture of trims like the LH and RH side door control panel trims in KIA
3. MGI could consider utilizing PA6-GF20 which is comparatively an economical choice, as the higher strength of PA6 GF30 is not critical for the application",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PA6-G30 - INR 250 (assumption)
2. Per Kg rate of PA6-GF20 - INR 230 (assumption)
3. The current weight of the trim - 95g (assumption)
4. The estimated weight of the trim after the material change - 84.82g
5. The estimated weight saved = 95 - 84.82 = 10.18g
6. The estimated cost saved = INR 2.54",143.0,0.01018,1-int,NG,Confirm change content,PE,2023-11-24 00:00:00,KD,0.0,NaT,0.0,nan,nan,"MGI,
1. The Tailgate Release Switch/Handle Trim is fastened onto the tailgate of the vehicle using a set of fasteners
2. The trim is made of PA6-GF30 and the tailgate release switch is snap-fitted onto the trim

Dimensions & Weight,
Length - 160mm
Width - 84mm","KIA,
1. The tailgate release switch is directly mounted onto the main number plate light housing trim
2. A separate trim to house the release switch is absent","Functionality,
The Tailgate Release Switch/Handle Trim streamlines the operation of the tailgate, making it more user-friendly and convenient for individuals loading or unloading cargo. It provides a single point of interaction for both releasing the latch and providing a secure grip to manipulate the tailgate",N/A,No impact on other systems,nan,No,No,No,No,Yes,Yes,Yes,No,No,ASI,No,0.0,No,0.0,nan,Technically feasible,Narendra,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
46,2311-DA-ID-08,Reduce the overall thickness of the window glasses from 3.5mm to 3mm,"1. The overall thickness of the glasses used on the LH and RH windows of MGI is 3.5mm while it is 3mm in KIA
2. It's possible to reduce the overall thickness from 3.5mm to 3mm without compromising the safety & functionality of the glass panels or violating any laws and regulations
3. Reducing the glass thickness which would ultimately reduce glass weight, could help implement the idea of replacing the Double-Cable Drum and Pulley Systems used at the front end of MGI with Single-Cable Drum and Pulley Systems (Idea ID - 2311-DA-ID-09)",44.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Sq.Ft rate of 3.5mm toughened glass - INR 250 (assumption)
2. Per Sq.Ft rate of 3mm toughened glass - INR 240 (assumption)
3. The current area of the front window panels in Sq.Ft - 5.61ft2 (assumption)
4. The current area of the second-row window panels in Sq.Ft - 4.51ft2 (assumption)
5. The current weight of the front window panel - 3252g
6. The current weight of the second-row window panel - 2905g
7. The estimated weight of the proposed front window panel - 2850 (assumption)
8. The estimated weight of the proposed second-row window panel - 2605 (assumption)
9. Total weight saved = (3252 - 2850)*2 + (2905 - 2605)*2 = 402*2 + 300*2 = 804 + 600 = 1404g
10. The current cost of the front-row window panels = 1402*2 = INR 2804  (assumption)
11. The current cost of the second-row window panes = 1127.5*2 = INR 2255 (assumption)
12. The estimated cost of the front-row window panels = 1346.4*2 = INR 2692.8
13. The estimated cost of the second-row window panels = 1082.4*2 = INR 2164.8
14. The total cost saved = (2804 - 2692.8) + (2255 - 2164.8) = 111.2 + 91 = INR 202.2",54.0,1.404,2,NG,Sample receipt based on approval of PR for sample preparation,PSCM/ VAVE,2024-02-15 00:00:00,LC,44.0,2024-12-01 00:00:00,0.38,nan,nan,"MGI,
1. The windows in MGI are installed on both the front and rear door assemblies, and their operation is facilitated by interior power window switches
2. The glasses used are toughened and have an overall wall thickness of 3.5mm

Dimensions & Weight,
Front Door,
Length - 915mm
Width - 572mm
Weight - 3252g
Rear Door,
Length - 798mm
Width - 526mm
Weight - 2905g","KIA,
1. The windows in KIA are installed on both the front and rear door assemblies, and their operation is facilitated by interior power window switches
2. The glasses are toughened and have an overall wall thickness of 3mm

Dimensions & Weight,
Length - 874mm
Width - 518mm
Weight - 2346g","Functionality,
Window Glasses provide a clear view of the surroundings, ensuring safe driving and awareness of the road. Additionally, they act as a barrier against external elements like wind, rain, and debris, creating a comfortable environment within the vehicle",N/A,"1. The holders associated with the window regulators that are meant to hold the glasses within all the door assemblies should be adjusted to house the proposed glass
2. The window frame and the window channels should be adjusted to accommodate the change in glass thickness from 3.5mm to 3mm",nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,No,0.0,nan,"The following components will be impacted by the thickness change:
GRC –Section lips will corrected based on new glass thickness – New development of GRC
Waist door Outer -  Comple lips section  + Bending will be modified – New Development of waist outer
Waist door Inner - -  Comple lips section  + Bending will be modified – New Development of waist outer. Pricing impact received from vendor and only INR 4 saving indicated for one glass
To consider glass  3.5mm  to 3.2mm and keep rear glass same. For front glass supplier saving is 44 INR/ Car & Rear glass is 2.60 INR/ Car. Investment for rear glass is 13Lakh. So BC is not Positive. For front homologation GRC, Waste inner and outer  mould modification additional cost.
Material can be made in 1st week of Feb as confirmed by supplier on 02-Jan-24. Business case reported negative on 09-Feb-24",Nimesh/ Ratnadeep,1.0,nan,nan,nan,nan,OK,nan,nan,OK,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
47,2311-DA-ID-09,Replace the Double-Track Drum and Pulley System used at the front door assemblies with a Single-Track Drum and Pulley System used at the rear door assemblies of the vehicle,"1. A Double-Track Drum and Pulley System is utilized at the front end while a Single-Track Drum and Pulley System is utilized at the rear end of MGI
2. Single-Track Drum and Pulley systems are used at all four door assemblies of KIA
3. Double-Track Drum and Pulley Systems used at the front end of MGI could be replaced with Single-Track Drum and Pulley systems as a continuation of the idea to reduce the window glass thickness of the vehicle from 3.5mm to 3mm (Idea ID - 2311-DA-ID-08)",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The current weight of the double-track drum and pulley system - 1550g
2. The estimated weight of the proposed single-track drum and pulley system - 1300g (assumed)
3. The estimated weight saved on LH and RH front doors = 250*2 = 500g
4. Per Kg rate of the mechanism = INR 200 (assumed)
5. The current cost of the double-track drum and pulley system - INR 310
6. The estimated cost of the proposed single-track drum and pulley system - INR 260
7. The estimated cost saved on LH & RH ends = 310 - 260 = 50*2 = INR 100",92.0,0.5,2,NG,nan,nan,nan,KD,0.0,2024-12-01 00:00:00,0.0,nan,nan,"MGI,
1. The Window Regulators within the front and rear door assemblies of the vehicle ensure smooth and controlled movement of the window
2. A Double-Track Drum and Pulley System is utilized at the front end while a Single-Track Drum and Pulley System is utilized at the rear end of the vehicle

Dimensions & Weight,
Front Window Glass,
Length - 915mm
Width - 570mm
Weight - 3252g
Rear Window Glass,
Length - 798mm
Width - 526mm
Weight - 2905g","KIA,
1. The Window Regulators within the front and rear door assemblies of the vehicle ensure smooth and controlled movement of the window
2. Single-Track Drum and Pulley Systems are utilized at all four doors of the vehicle

Dimensions & Weight,
Front Window Glass,
Length - 875mm
Width - 515mm
Weight - 2346g","Functionality,
1. The window regulator is a mechanical assembly that allows the window to be raised or lowered. The regulator ensures smooth and controlled movement of the window within the window frame of the vehicle
2. The Double-Track Drum and Pulley System provides additional stability and even distribution of force, making it suitable for the large and heavier windows at the front end",N/A,"1. The regulator track length and the cable length should be increased by 120mm as the windows should completely roll down at the front end (the windows do not lower completely at the rear, resulting in the use of regulators with shorter track lengths for the rear end)
2. The mounting points for the regulator system within the front doors should be rearranged
3. The mounting points on the front window glass should be redesigned",nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,"Uses of Double Drum + Pully based on the Glass width, Glass curvature, for better stability & hector door size is big. Single Drum is a new development and requires an investment of approx. 1.2 cr & development timeline : 1.5 years including new design & testing.",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
48,2311-DA-ID-10,"Instead of using Aluminum in the manufacture of the Mirror Main Frame, use PA6-GF 50","1. The Mirror Main Frame within the LH and RH mirror assemblies in MGI are made of cast Aluminum while in KIA, the mirror frames are made of PA6-GF 50
2. The Inner Frames in MGI are made of PA6-GF 50
3. MGI has the option to incorporate PA6-GF50 for both frames within the ORVM assembly, providing a range of benefits including elevated strength, increased stiffness, improved impact resistance, reduced weight, and cost-effectiveness",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The Per Kg rate of Aluminum - INR 300 (assumption)
2. The Per Kg rate of PA6-GF 50 - INR 450 (assumption)
3. The current weight of the mirror frame = 264g
4. The estimated weight of the proposed frame = 151.5g (assumed)
5. The estimated weight saved = 112.5g
6. The current cost of the mirror frame = INR 79.2
7. The estimated cost of the proposed frame = INR 67.95
8. The estimated cost saved = INR 11.25",135.0,0.1125,1-Ext,NG,"Homeroom ideas to be bunched up and taken up for new program
",nan,nan,KD,0.0,2024-07-01 00:00:00,0.0,nan,nan,"MGI,
1. The Mirror Main Frame within the LH and RH mirror assemblies of the vehicle is made of cast Aluminum while the Inner Frame is made of PA6-GF 50
2. Fasteners housed on the cast part are fastened onto the front LH and RH door assemblies of the vehicle

Dimensions & Weight,
Length - 180mm
Width - 132mm
Weight - 264g","KIA,
1. Both the Mirror Main Frame and the Inner Frame within the LH and RH mirror assemblies of the vehicle are made of PA6-GF 50
2. The Mirror Main Frames are fastened onto the front LH and RH door assemblies of the vehicle

Dimensions & Weight,
Length - 202mm
Width - 148mm
Weight - 251g","Functionality,
By utilizing cast aluminum frames in the ORVM assembly, car manufacturers can ensure that the mirrors are robust, lightweight, and resistant to environmental factors, ultimately contributing to the overall safety and efficiency of the vehicle",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,"Rejected for current program, since new development of parts required. To be taken up in new program with homeroom Discussed with ISP on 30-Nov-23. It is new development",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
49,2311-DA-ID-11,Replace PMMA+ASA with PC-ABS in the manufacture of the LH and RH Side Spoilers,"1. The LH and RH Side Spoilers mounted onto the tailgate of the vehicle are manufactured from PMMA+ASA grade plastic
2. The same glossy black look could also be achieved from painted PC-ABS or ABS Panels
3. Comparatively, PMMA+ASA tends to be pricier than PC-ABS. Given that certain painted trims in MGI utilize PC-ABS or ABS, MGI has the flexibility to potentially produce the LH and RH Side Spoilers from either PC ABS or ABS as well",14.32,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PMMA+ASA = INR 400 (assumed)
2. Per Kg rate of PC-ABS = INR 350 (assumed)
3. The current weight of the trim - 111.8g
4. The estimated weight of the proposed trim - 107.32g
5. The estimated weight savings on both the LH and RH ends = 111.8 - 107.32 = 4.48*2 = 8.96g
6. The current cost of the trim = INR 44.72
7. The estimated cost of the proposed trim = INR 37.56
8. The estimated cost savings on both the LH and RH ends = 44.72 - 37.56 = 7.16*2 = INR 14.32",79.0,0.00896,1-Ext,NG,Confirm Business case,Finance,2023-11-02 00:00:00,LC,14.32,2024-10-01 00:00:00,0.5,nan,nan,"MGI,
1. The Side Spoilers LH and RH are mounted onto the tailgate of the vehicle
2. Both the spoilers are made of PMMA+ASA (Polymethyl Methacrylate combined with Acrylonitrile Styrene Acrylate) grade plastic and are black in colour

Dimensions & Weight,
Length - 390mm
Width - 126.4mm
Weight - 111.8g","KIA,
1. Side Spoilers are absent from the LH and RH sides of the tailgate of the vehicle
2. A single main spoiler is present on the top of the tailgate","Functionality,
Side Spoilers play a multifaceted role in the functionality and aesthetics of a vehicle. Primarily, they serve as aerodynamic aids, managing airflow along the sides of the car and they can also impart a sporty or aggressive look, elevating the overall aesthetic appeal.",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,"PC-ABS doesn’t not meet finish requirements & gloss retension through out life, KIA part detail reqired if painted or unpainted. Astor side cladding piano black painting to be referred for busines case
Business case reported negative on 09-Feb-24
",Kalp,1.0,40500.0,nan,nan,nan,NG,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
50,2311-DA-ID-12,Replace ABS with PP-GF 15 in the manufacture of the LH and RH Side Spoiler Inner Trims,"1. The LH and RH Side Spoiler Inner Trims in MGI are made of ABS while the Main Spoiler Inner Trim is made of PP-GF 15 in the same vehicle
2. ABS is relatively pricier than PP-GF15. Substituting the former with the latter could lead to cost-effectiveness without sacrificing functionality.",5.42,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of ABS = INR 300 (assumed)
2. Per Kg rate of PP-GF 15 = INR 245 (assumed)
3. The current weight of the trim - 70.7g
4. The estimated weight of the proposed trim - 77.12g
5. The estimated weight savings on both the LH and RH ends = 0g
6. The current cost of the trim = INR 21.21
7. The estimated cost of the proposed trim = INR 18.50
8. The estimated cost savings on both the LH and RH ends = 21.21-18.50 = 2.71*2 = INR 5.42",131.0,0.0,1-Ext,NG,nan,nan,nan,LC,5.42,2024-07-01 00:00:00,0.1,nan,nan,"MGI,
1. The Side Spoilers LH and RH are mounted onto the tailgate of the vehicle
2. Inner Trims are present beneath the Side Spoilers in order to provide structural support
3. These trims are made of ABS

Dimensions & Weight,
Length - 350mm
Width - 110mm
Weight - 70.7g","KIA,
1. Side Spoilers are absent from the LH and RH sides of the tailgate of the vehicle
2. A single main spoiler is mounted onto the top of the tailgate","Functionality,
1. The inner trim provides crucial structural support, ensuring the spoiler remains securely attached even under aerodynamic stress
2. Overall, the combination of strength, impact resistance, ease of manufacturing, and surface finish options make ABS a popular choice for inner support trims in vehicles",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,"Supplier feasibility awaited.
Business case reported negative on 09-Feb-24
",nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
51,2311-DA-ID-13,Replace the Black Coated tracks used in the window regulators with Galvanized Steel tracks,"1. The window regulator tracks in MGI are Black Coated while KIA uses Galvanized Steel tracks within their window regulators.
2. Zinc Coating (Galvanization), is mainly employed to enhance corrosion resistance. On the other hand, Black Coating serves various purposes, such as aesthetics and decoration. Given the emphasis on corrosion protection, zinc coating is typically the preferred option",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Sq.M rate for black coating - INR 80 (assumed)
2. Per Sq.M rate for zinc coating - INR 55 (assumed)
3. Coating Area of the Double Track Drum and Pulley System (single track) - 78000mm2 
4. Coating Area of the Single Track Drum and Pulley System (single track) - 61600mm2
5. The cost of coating the Double Track Drum and Pulley System with black coating = 6.24*4 (front LH&RH) = INR 24.96
6. The cost of coating the Single Track Drum and Pulley System with black coating = 4.88*2 (rear LH&RH) = INR 9.76
7. The cost of coating the Double Track Drum and Pulley System with zinc coating = 4.29*4 (front LH&RH) = INR 17.16
8. The cost of coating the Single Track Drum and Pulley System with zinc coating = 3.35*2 (front LH&RH) = INR 6.7

9. The estimated cost saved at both front and rear ends = (24.96 + 9.76) - (17.16 + 6.7) = 34.72 - 23.86 = INR 10.86",93.0,0.001,2,NG,Complete cost increase,Finance,2023-12-15 00:00:00,LC,0.0,NaT,0.0,nan,nan,"MGI,
1. The Double and Single Track Drum and Pulley Window Regulators within the front and rear door assemblies of the vehicle ensure smooth and controlled movement of the window
2. The regulator tracks are Black Coated

Dimensions & Weight,
Double Track Drum and Pulley System,
String Length - 600mm
String Width - 65mm
Coating Area (single track) - 78000mm2
Single Track Drum and Pulley System,
Length - 440mm
Width - 70mm
Coating Area (single track) - 61600mm2","KIA,
1. The Single Track Drum and Pulley Window Regulators within the front and rear door assemblies of the vehicle ensure smooth and controlled movement of the window
2. The regulator tracks are made of Galvanized Steel (paint coating is absent)","Functionality,
Window regulator tracks in cars are commonly coated with a specialized finish for protection against corrosion and wear. The goal is to provide long-lasting protection for the window regulator tracks, ensuring smooth and reliable operation of the windows",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,No,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,"PE Feedback is"" RM change suggested will increase cost, since galvanized steel is expensive""",Kalp,nan,40500.0,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
52,2311-DA-ID-14,De-content the Coasters/Inserts from the Door Recess Trims and the second-row AC Vent Bottom Storage Area,"1. TPE coasters/inserts are placed at the bottom of the storage areas like the front and rear door recesses, and the storage compartment beneath the second-row AC vent of MGI while similar coasters/inserts are absent from the cup holders and storage compartments in KIA 
2. De-contenting the coasters/inserts could help reduce weight and improve cost-efficiency",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of TPE - INR 300 (assumed)
2. The current combined weight of the coasters/inserts =14.21*2 + 9.47*2 + 39.93 = 87.29g
3. The total weight saved = 87.29g
4. The current combined cost of the coasters/inserts - INR 26.18
5. The total cost saved = INR 26.18",75.0,0.08729,1-Int,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. Coasters/Inserts are positioned at the base of storage areas, including the front and rear door recesses, and the storage compartment beneath the second-row AC vent
2. All the coasters/inserts are manufactured from TPE

Dimensions & Weight,
LH and RH Front Door Recesses,
Length - 144mm
Width - 43mm
Weight - 14.21g
LH and RH Second Row Door Recesses,
Length - 114mm
Width - 37mm
Weight - 9.47g
Second Row AC Vent,
Length - 160mm
Width - 103mm
Weight - 39.93g","KIA,
1. Coasters/Inserts are absent from the cup holders and storage compartments of the vehicle
2. Rather than using individual coasters or inserts in storage compartments and cup holders, textured, non-slip surfaces are incorporated directly into the bottom of these compartments","Functionality,
The Coasters/Inserts placed at the bottom of these storage areas help absorb vibrations and dampen any noise or rattling that might occur when the objects come into contact with the holders and storage areas. These pads can be removed or cleaned separately, making it easier to clean spills, crumbs, or any residue that may accumulate at the bottom of the cup holder",N/A,No impact on other systems,nan,No,No,No,No,Yes,Yes,Yes,No,No,ASI,No,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
53,2311-DA-ID-15,Replace PC-ABS with ABS in the manufacture of Speaker Trims present on the door assemblies.,"1. The Speaker Trims mounted onto the door assemblies of MGI are made of PC-ABS
2. These trims are absent in KIA
3. While PC-ABS offers several advantages, it's important to note that it may also come at a higher cost compared to standard ABS. Since the trim primarily fulfils aesthetic functions and can also be manufactured using ABS, MGI has the flexibility to substitute PC-ABS with ABS",24.75,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PC-ABS - INR 311.17
2. Per Kg rate of ABS - INR 165.45
3. The current weight of the trim = 79.83g
4. The estimated weight of the proposed trim = 73.14g (assumed using mass, volume, and density relations)
5. The estimated weight saved = 6.69*4 = 26.76g (front and rear door assemblies)
6. The current cost of the trim = INR 24.8
7. The estimated cost of the proposed trim = INR 12.10
8. The estimated cost saved = 12.7*4 = INR 50.8 (front and rear door assemblies)",51.0,0.02676,1-Int,NG,Confirm cost delta and supplier feasibility between current RM & paintable ABS grade RM,PE,2024-02-09 00:00:00,LC,23.51,2024-12-01 00:00:00,0.7,nan,nan,"MGI,
1. The Speaker Trims are snap-fitted onto the door interior panel main trims of the front and rear door assemblies of the vehicle
2. The trims are made of PC-ABS and are painted silver in colour

Dimensions & Weight,
Length - 325mm
Width - 210mm
Weight - 79.83g","KIA,
No distinct trims are installed on the speaker outlets on the door assemblies of the vehicle","Functionality,
Aesthetic trims serve primarily decorative and visual purposes in various products and applications. They are designed to enhance the appearance, style, and overall aesthetic appeal of an object or structure",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,"Technically feasible.  Currently plating is being converted to painting as VAVE idea. This idea to be taken up post implementation
Business case reported negative on 09-Feb-24",Narendra,0.95,nan,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
54,2311-DA-ID-16,Replace ABS with PP-GF 15 in the manufacture of the LH and RH Tailgate Outer Trim 2 Inner Trims,"1. The LH and RH Tailgate Outer Trim 2 Inner Trims in MGI are made of ABS
2. PP-GF 15 is used in the manufacture of support trims within the Main Spoiler of MGI
3. ABS is relatively pricier than PP-GF15. Substituting the former with the latter could lead to cost-effectiveness without sacrificing functionality",9.92,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of ABS = INR 300 (assumed)
2. Per Kg rate of PP-GF 15 = INR 245 (assumed)
3. The current weight of the trim - 124.49g
4. The estimated weight of the proposed trim - 132.7g
5. The estimated weight savings on both the LH and RH ends = 0g
6. The current cost of the trim = INR 37.3
7. The estimated cost of the proposed trim = INR 32.34
8. The estimated cost savings on both the LH and RH ends = 37.3 - 32.34 = 4.96*2 = INR 9.92",66.0,0.0,1-ext,NG,nan,nan,nan,LC,9.92,2024-10-01 00:00:00,0.1,nan,nan,"MGI,
1. The Tailgate Outer Trim 2 is mounted onto the tailgate of the vehicle using circlips and fasteners
2. Inner Trims are hot pressed beneath the Tailgate Outer Trim 2 in order to provide structural support
3. These trims are made of ABS

Dimensions & Weight,
Length - 355mm
Width - 150mm
Weight - 124.49g","KIA,
1. LH and RH Tailgate Outer Trim 2 Inner Trims are absent as Tailgate Outer Trims are absent from the vehicle
2. The tailgate body itself covers up major areas of the tailgate and thereby, no additional trims are being used","Functionality,
1. These inner trims provide crucial structural support to the Tailgate Outer Trim 2
2. Overall, the combination of strength, impact resistance, ease of manufacturing, and surface finish options make ABS a popular choice for inner support trims in vehicles",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,No,0.0,nan,"Complete evaluation. Feedback awiated from supplier
Business case reported negative on 09-Feb-24
",nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
